"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"1999"	"1999"	71	3732733	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2000"	"2000"	67	3664912	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2001"	"2001"	67	3581629	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2002"	"2002"	88	3540708	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2003"	"2003"	74	3504923	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2004"	"2004"	85	3461427	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2005"	"2005"	79	3410885	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2006"	"2006"	86	3376091	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2007"	"2007"	84	3379005	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2008"	"2008"	83	3418095	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2009"	"2009"	79	3459182	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	94	3488819	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	116	3571610	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	86	3638462	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	85	3710638	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	87	3770291	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	115	3819767	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	112	3857566	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	107	3911393	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	121	3902512	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	126	3908835	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	119	3900549	3.1
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"	"Male"	"M"			2031	80010032	2.5
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"25-34 years"	"25-34"					3300	160482208	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"1999"	"1999"	133	4471904	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2000"	"2000"	160	4474834	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2001"	"2001"	130	4458109	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2002"	"2002"	145	4411363	3.3
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2003"	"2003"	127	4351463	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2004"	"2004"	130	4281713	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2005"	"2005"	137	4212192	3.3
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2006"	"2006"	123	4141242	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2007"	"2007"	123	4049841	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2008"	"2008"	137	3950560	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2009"	"2009"	124	3840698	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	125	3768430	3.3
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	92	3675513	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	108	3622836	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	121	3570783	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	93	3542518	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	114	3512798	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	94	3461744	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	104	3468225	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	110	3453393	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	97	3463552	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	102	3483659	2.9
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Female"	"F"			2629	85667370	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"1999"	"1999"	168	4330292	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2000"	"2000"	172	4333048	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2001"	"2001"	176	4314659	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2002"	"2002"	191	4266444	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2003"	"2003"	186	4203881	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2004"	"2004"	157	4135936	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2005"	"2005"	169	4067775	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2006"	"2006"	182	3995976	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2007"	"2007"	164	3907984	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2008"	"2008"	153	3811255	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2009"	"2009"	138	3704667	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2010"	"2010"	158	3632913	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2011"	"2011"	156	3553299	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2012"	"2012"	148	3509724	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2013"	"2013"	154	3469969	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2014"	"2014"	130	3439790	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2015"	"2015"	128	3414112	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2016"	"2016"	151	3371597	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2017"	"2017"	143	3386488	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	133	3382148	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	157	3400532	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"	"2020 "	"2020"	152	3429227	4.4
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"	"Male"	"M"			3466	83061716	4.2
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"35-44 years"	"35-44"					6095	168729086	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"1999"	"1999"	263	3701596	7.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2000"	"2000"	320	3794812	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2001"	"2001"	304	3937276	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2002"	"2002"	317	3969883	8.0
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2003"	"2003"	273	4031051	6.8
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2004"	"2004"	296	4093996	7.2
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2005"	"2005"	337	4154704	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2006"	"2006"	301	4212381	7.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2007"	"2007"	314	4258397	7.4
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2008"	"2008"	337	4297554	7.8
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2009"	"2009"	345	4337383	8.0
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2010"	"2010"	356	4348826	8.2
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2011"	"2011"	288	4316393	6.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2012"	"2012"	292	4270197	6.8
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2013"	"2013"	326	4211811	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2014"	"2014"	288	4155773	6.9
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2015"	"2015"	310	4099174	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2016"	"2016"	319	4018247	7.9
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2017"	"2017"	300	3944282	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	308	3814710	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	310	3694050	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"	"2020 "	"2020"	279	3593268	7.8
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Female"	"F"			6783	89255764	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"1999"	"1999"	283	3494484	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2000"	"2000"	304	3588491	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2001"	"2001"	298	3729725	8.0
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2002"	"2002"	327	3764464	8.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2003"	"2003"	378	3828219	9.9
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2004"	"2004"	344	3894100	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2005"	"2005"	359	3959056	9.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2006"	"2006"	339	4018117	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2007"	"2007"	371	4063024	9.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2008"	"2008"	382	4102008	9.3
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2009"	"2009"	401	4136525	9.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2010"	"2010"	381	4146986	9.2
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2011"	"2011"	407	4118376	9.9
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2012"	"2012"	401	4074460	9.8
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2013"	"2013"	421	4018090	10.5
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2014"	"2014"	377	3965634	9.5
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2015"	"2015"	397	3913887	10.1
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2016"	"2016"	384	3829349	10.0
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2017"	"2017"	402	3757897	10.7
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	378	3636060	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	372	3524378	10.6
	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"	"2020 "	"2020"	418	3432285	12.2
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"	"Male"	"M"			8124	84995615	9.6
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"45-54 years"	"45-54"					14907	174251379	8.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"1999"	"1999"	389	2490616	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2000"	"2000"	424	2530234	16.8
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2001"	"2001"	474	2597428	18.2
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2002"	"2002"	455	2745543	16.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2003"	"2003"	445	2859497	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2004"	"2004"	515	2967389	17.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2005"	"2005"	530	3070908	17.3
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2006"	"2006"	521	3173369	16.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2007"	"2007"	570	3264717	17.5
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2008"	"2008"	594	3339342	17.8
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2009"	"2009"	653	3446956	18.9
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2010"	"2010"	615	3542140	17.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2011"	"2011"	601	3683065	16.3
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2012"	"2012"	644	3724015	17.3
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2013"	"2013"	700	3789996	18.5
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2014"	"2014"	693	3857118	18.0
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2015"	"2015"	720	3923478	18.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2016"	"2016"	716	3964240	18.1
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2017"	"2017"	804	4009611	20.1
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	826	4012935	20.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	845	4017594	21.0
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"	"2020 "	"2020"	878	4001060	21.9
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Female"	"F"			13612	75011251	18.1
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"1999"	"1999"	417	2240726	18.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2000"	"2000"	446	2277137	19.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2001"	"2001"	452	2341598	19.3
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2002"	"2002"	514	2484162	20.7
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2003"	"2003"	523	2593011	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2004"	"2004"	543	2693852	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2005"	"2005"	587	2796568	21.0
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2006"	"2006"	614	2897402	21.2
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2007"	"2007"	605	2989481	20.2
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2008"	"2008"	584	3064392	19.1
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2009"	"2009"	665	3172022	21.0
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2010"	"2010"	671	3267764	20.5
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2011"	"2011"	701	3403214	20.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2012"	"2012"	745	3444402	21.6
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2013"	"2013"	694	3513148	19.8
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2014"	"2014"	770	3579635	21.5
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2015"	"2015"	816	3646026	22.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2016"	"2016"	847	3685121	23.0
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2017"	"2017"	948	3727307	25.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	922	3731937	24.7
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	988	3735601	26.4
	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"	"2020 "	"2020"	955	3721049	25.7
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"	"Male"	"M"			15007	69005555	21.7
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"55-64 years"	"55-64"					28619	144016806	19.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"1999"	"1999"	943	2112718	44.6
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2000"	"2000"	979	2096915	46.7
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2001"	"2001"	972	2061685	47.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2002"	"2002"	935	2035787	45.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2003"	"2003"	890	2016776	44.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2004"	"2004"	945	2002041	47.2
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2005"	"2005"	957	1988853	48.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2006"	"2006"	948	1986662	47.7
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2007"	"2007"	1035	2014622	51.4
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2008"	"2008"	1025	2082673	49.2
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2009"	"2009"	961	2137817	45.0
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2010"	"2010"	1046	2172306	48.2
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2011"	"2011"	1084	2229610	48.6
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2012"	"2012"	1092	2366943	46.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2013"	"2013"	1180	2470911	47.8
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2014"	"2014"	1277	2566600	49.8
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2015"	"2015"	1380	2660995	51.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2016"	"2016"	1497	2749041	54.5
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2017"	"2017"	1631	2850396	57.2
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	1667	2900579	57.5
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	1694	2985291	56.7
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"	"2020 "	"2020"	2019	3077686	65.6
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Female"	"F"			26157	51566907	50.7
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"1999"	"1999"	1009	1677845	60.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2000"	"2000"	999	1671357	59.8
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2001"	"2001"	1010	1657235	60.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2002"	"2002"	1034	1644652	62.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2003"	"2003"	976	1638435	59.6
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2004"	"2004"	986	1636629	60.2
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2005"	"2005"	1015	1634541	62.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2006"	"2006"	1048	1640200	63.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2007"	"2007"	996	1670925	59.6
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2008"	"2008"	1078	1736436	62.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2009"	"2009"	1133	1788614	63.3
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2010"	"2010"	1142	1823502	62.6
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2011"	"2011"	1191	1881621	63.3
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2012"	"2012"	1203	2011542	59.8
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2013"	"2013"	1282	2113057	60.7
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2014"	"2014"	1427	2198979	64.9
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2015"	"2015"	1543	2287000	67.5
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2016"	"2016"	1657	2366731	70.0
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2017"	"2017"	1726	2462621	70.1
	"Census Region 1: Northeast"	"CENS-R1"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	1992	2512576	79.3
